playerId,birthDate
8478449,1996-11-17
8471709,1987-03-30
8476894,1994-05-19
8474098,1989-04-20
8480821,1999-11-27
8475715,1991-10-29
8479553,1995-01-13
8475181,1991-03-20
8475832,1992-01-21
8477240,1989-05-10
8478911,1995-03-01
8477946,1996-07-30
8478401,1997-04-06
8474189,1989-05-08
8475727,1992-01-30
8477901,1991-11-01
8477511,1994-09-16
8476792,1991-04-12
8476948,1994-06-23
8476881,1993-11-12
8476467,1992-12-21
8476975,1993-08-13
8471685,1987-08-24
8474618,1990-02-23
8476437,1993-03-01
8473412,1987-11-12
8476346,1993-08-13
8471657,1984-06-26
8477951,1996-02-23
8475178,1991-01-24
8471958,1984-04-29
8476891,1994-01-05
8479974,1998-09-19
8480945,1993-11-09
8475848,1992-05-06
8475218,1990-05-24
8476892,1993-05-12
8479346,1998-07-20
8477500,1995-04-05
8475168,1991-01-16
8476326,1992-10-06
8476807,1990-04-23
8478550,1991-10-30
8480072,1998-10-13
8477213,1990-11-16
8473504,1987-11-18
8475236,1991-05-24
8478491,1997-04-29
8475208,1991-09-06
8479580,1996-08-26
8480803,1999-10-20
8468493,1981-03-24
8475163,1990-10-01
8471729,1987-05-02
8476389,1993-07-11
8477492,1995-09-01
8475747,1992-02-08
8477509,1995-03-21
8478430,1997-05-19
8474716,1989-11-29
8476988,1994-05-25
8476806,1990-07-02
8477961,1996-04-16
8474849,1989-11-21
8474031,1989-01-29
8476857,1993-09-23
8479320,1997-11-05
8478458,1997-01-29
8475175,1991-04-12
8474709,1989-05-08
8476480,1992-11-22
8473446,1988-03-21
8477987,1996-04-09
8474038,1989-04-27
8477903,1991-11-23
8480029,1999-09-13
8478455,1997-06-23
8471716,1987-02-25
8480943,1992-10-13
8475151,1991-02-01
8475868,1990-07-15
8480172,1990-07-29
8473560,1988-02-16
8480314,1995-12-12
8476448,1993-01-08
8476919,1994-07-01
8479994,1999-09-12
8480144,1995-01-12
8477384,1994-01-21
8475253,1991-03-16
8479368,1998-02-17
8479657,1997-02-25
8477971,1996-01-21
8475716,1992-02-18
8477520,1994-02-08
8477357,1994-05-29
8476971,1993-05-20
8477960,1996-09-13
8479425,1997-11-02
8476907,1994-03-09
8477495,1994-10-03
8470621,1985-05-16
8478881,1996-02-28
8476447,1993-03-09
8476396,1993-04-19
8468509,1981-01-12
8470966,1983-10-03
8475791,1991-11-14
8474141,1988-11-19
8479404,1997-08-06
8476886,1994-02-18
8476927,1994-08-15
8473992,1988-10-11
8476455,1992-11-23
8477498,1995-02-04
8477937,1996-08-17
8470110,1983-10-09
8478844,1997-01-05
8476415,1992-10-24
8475790,1992-01-07
8477944,1996-02-28
8474150,1989-03-17
8478868,1996-04-02
8477839,1992-06-08
8471873,1986-08-01
8470600,1985-01-21
8476799,1988-10-07
8475160,1991-01-13
8477529,1994-12-26
8477353,1995-03-10
8474008,1988-09-24
8476872,1994-05-30
8478493,1997-01-29
8475200,1991-07-23
8474683,1990-04-20
8475172,1990-10-06
8474774,1990-03-13
8474090,1989-02-08
8478397,1996-10-27
8474134,1988-09-23
8477464,1995-03-22
8470595,1984-10-29
8475753,1992-03-20
8470047,1984-03-20
8479293,1991-12-31
8479466,1993-01-04
8478042,1993-04-08
8477043,1994-08-06
8476889,1994-01-09
8474736,1990-06-15
8475287,1991-03-23
8475204,1991-04-10
8476310,1993-02-25
8476858,1993-10-09
8477482,1994-11-09
8477215,1990-03-07
8476918,1993-05-26
8477956,1996-05-25
8477507,1995-04-16
8475844,1992-04-30
8477947,1996-05-12
8478460,1997-07-19
8478414,1996-10-08
8475235,1991-02-22
8476875,1994-02-27
8478400,1997-01-30
8475321,1990-12-04
8469455,1983-06-13
8477940,1996-02-14
8479442,1994-04-07
8473604,1988-04-29
8474722,1990-04-14
8476871,1992-08-10
8477494,1995-03-28
8471698,1986-12-23
8475184,1991-04-30
8475834,1992-04-07
8477810,1991-06-08
8475760,1992-07-17
8474715,1989-06-05
8477994,1996-02-25
8476981,1994-05-07
8476456,1993-06-04
8479992,1999-04-17
8474166,1987-07-26
8477931,1992-09-01
8470626,1985-07-17
8478432,1997-04-15
8477503,1995-03-02
8478365,1994-12-12
8480113,1993-12-21
8477973,1996-08-12
8478843,1997-01-18
8475744,1992-05-19
8471392,1986-04-28
8471242,1985-10-12
8477846,1991-01-18
8478468,1997-04-28
8480078,1999-09-05
8476409,1993-02-25
8475754,1991-10-15
8477938,1996-07-08
8475186,1990-11-19
8477456,1995-04-08
8475625,1987-11-29
8475902,1990-08-26
8476463,1993-07-12
8476468,1993-03-14
8475869,1991-08-21
8473618,1988-01-05
8476443,1993-07-29
8478500,1997-01-13
8476923,1994-08-07
8478038,1994-02-21
8471284,1986-06-08
8477429,1994-07-08
8478873,1997-09-10
8475222,1991-06-03
8476884,1994-01-16
8474125,1986-11-09
8471260,1986-02-18
8476312,1991-10-07
8476915,1994-08-13
8471214,1985-09-17
8474584,1990-06-24
8471761,1986-10-27
8478541,1993-03-26
8473546,1987-10-05
8479250,1992-11-01
8478078,1996-04-03
8476462,1993-06-17
8479458,1991-10-29
8473468,1988-04-14
8479372,1998-05-05
8477845,1991-07-24
8471735,1986-09-09
8479416,1998-03-25
8477417,1995-08-02
8479314,1997-12-11
8473422,1987-10-31
8477472,1995-01-28
8471676,1987-03-17
8475750,1992-02-03
8476924,1993-10-05
8475193,1990-12-01
8477015,1994-01-14
8476428,1993-02-08
8474590,1990-01-10
8479977,1998-09-29
8474068,1989-08-14
8479400,1998-06-24
8474034,1988-04-23
8480002,1999-01-04
8476539,1990-12-27
8470602,1985-04-10
8476925,1993-11-05
8477957,1995-12-30
8470642,1985-08-14
8479333,1998-02-04
8477986,1994-04-11
8475735,1992-06-17
8474102,1988-05-28
8475263,1990-07-22
8478268,1994-02-14
8478856,1996-03-11
8478046,1995-07-05
8475768,1992-06-25
8475169,1991-08-02
8476474,1993-02-12
8478462,1997-02-05
8476285,1993-04-27
8475808,1992-04-09
8476851,1994-02-12
8479353,1998-03-29
8478840,1996-12-19
8480039,1999-01-15
8477452,1995-08-05
8478444,1997-02-25
8479376,1998-06-07
8470655,1984-05-01
8476779,1988-08-24
8474520,1984-11-13
8478417,1996-10-31
8476979,1992-03-14
8475209,1991-02-07
8477932,1996-02-07
8471769,1987-06-06
8476617,1993-03-23
8476476,1992-12-09
8475907,1992-04-20
8477488,1994-11-15
8476902,1994-05-23
8477919,1993-05-01
8475613,1986-05-07
8478104,1996-06-17
8473548,1987-10-02
8470543,1979-09-26
8480800,1999-10-14
8480935,1995-12-30
8477955,1996-05-31
8476410,1993-05-26
8465009,1977-03-18
8477504,1995-03-28
8477073,1994-03-25
8475233,1990-10-22
8477426,1995-03-20
8476331,1993-05-01
8471233,1985-05-13
8474573,1989-10-02
8474250,1988-04-05
8471686,1987-01-13
8476372,1993-06-03
8471677,1987-01-13
8470604,1985-01-01
8474218,1988-06-09
8474291,1985-10-16
8481433,1996-06-30
8473563,1987-11-23
8474149,1989-03-12
8478542,1993-07-28
8478416,1997-05-28
8479944,1994-08-10
8478519,1997-07-15
8475176,1991-01-03
8474668,1988-08-05
8471724,1987-04-24
8479395,1998-02-15
8478399,1997-05-06
8475246,1990-02-23
8474567,1990-07-15
8474571,1989-12-16
8478443,1996-11-26
8476407,1993-04-27
8478472,1997-02-09
8479976,1998-10-06
8476469,1993-05-31
8479420,1997-10-30
8475325,1989-06-23
8476442,1992-11-05
8470187,1984-01-19
8476856,1994-07-25
8476293,1992-04-24
8478469,1997-01-30
8476323,1992-05-01
8478831,1996-09-20
8479315,1998-06-19
8473584,1986-09-07
8477413,1993-03-21
8478420,1996-10-29
8477471,1995-05-09
8478027,1995-09-05
8480326,1994-04-23
8476191,1987-11-15
8479370,1998-03-14
8471707,1987-09-03
8477425,1995-09-13
8477948,1996-03-29
8478463,1997-06-08
8478413,1997-02-16
8477404,1994-10-06
8480160,1992-09-20
8475755,1992-03-03
8476177,1986-06-14
8478569,1991-12-01
8473465,1988-08-05
8475765,1991-12-13
8477366,1994-09-19
8479398,1998-05-12
8475323,1990-05-27
8474612,1990-08-16
8471887,1987-01-01
8480208,1998-04-27
8478561,1990-06-13
8475171,1991-07-17
8475314,1990-07-03
8476885,1994-02-26
8476466,1992-10-05
8473507,1987-12-09
8476879,1993-12-21
8480769,1995-08-18
8475260,1990-09-10
8471276,1986-04-28
8474688,1990-06-20
8477502,1995-07-12
8475149,1990-10-06
8468498,1980-09-26
8479482,1990-09-08
8476877,1993-10-08
8475722,1992-01-16
8474685,1989-12-24
8477009,1994-03-24
8475690,1989-12-20
8474569,1989-10-20
8475188,1991-01-21
8479344,1998-05-07
8476958,1994-05-01
8476470,1992-12-05
8479415,1998-02-03
8477527,1994-02-18
8478407,1996-10-29
8471669,1985-12-27
8478452,1997-06-06
8471768,1987-02-14
8479268,1992-07-18
8471794,1987-01-21
8464989,1976-11-02
8478465,1997-07-21
8475164,1990-10-13
8480944,1991-10-05
8480776,1995-08-07
8470760,1985-06-21
8475343,1990-05-27
8474717,1990-03-23
8475227,1990-01-07
8477416,1995-04-10
8478010,1996-03-13
8479945,1994-05-12
8473933,1984-02-20
8473544,1987-09-22
8477953,1996-07-23
8473564,1988-02-17
8475763,1992-05-08
8471303,1986-04-21
8478373,1993-10-14
8475857,1992-03-06
8477979,1996-05-10
8477963,1996-01-01
8474207,1987-05-15
8475796,1992-01-11
8476329,1993-09-14
8476882,1994-09-11
8475430,1990-06-04
8476460,1993-03-15
8473449,1988-04-16
8477969,1996-05-08
8475324,1990-09-21
8478402,1997-01-13
8480157,1994-02-02
8478585,1986-12-29
8477850,1991-02-09
8474176,1988-08-23
8478874,1996-10-03
8478075,1996-08-05
8476887,1994-08-13
8478067,1996-08-15
8477998,1996-04-01
8477964,1995-12-14
8475726,1992-04-24
8478488,1997-06-03
8477085,1994-05-27
8480031,1999-01-08
8479343,1998-07-29
8478915,1996-10-10
8474091,1989-02-14
8480161,1994-03-04
8471699,1987-06-14
8470616,1984-08-31
8476399,1991-11-28
8476822,1989-04-28
8477448,1994-11-30
8474579,1990-01-30
8476826,1991-12-15
8480829,2000-07-06
8479968,1995-02-06
8479316,1997-12-04
8477496,1994-12-02
8478439,1997-03-11
8477680,1992-10-29
8468611,1981-06-17
8470619,1984-12-18
8470607,1985-04-20
8477444,1995-02-09
8475820,1992-04-13
8478445,1997-05-26
8477945,1995-12-03
8476479,1993-02-24
8480946,1995-07-02
8470318,1984-03-02
8477989,1996-02-02
8477341,1994-11-21
8477499,1994-10-27
8474025,1989-02-10
8475807,1992-02-25
8471217,1985-12-12
8476453,1993-06-17
8480336,1994-11-13
8475745,1992-03-02
8476454,1993-04-12
8478442,1996-12-20
8476473,1993-03-26
8478466,1997-03-17
8476166,1988-06-04
8474013,1989-02-21
8475231,1991-02-27
8471691,1987-02-20
8476917,1994-08-16
8476438,1992-10-27
8474563,1989-12-08
8474602,1990-07-06
8476545,1993-04-20
8480035,1999-06-17
8476422,1993-07-13
8477506,1994-10-06
8475766,1992-01-13
8476483,1993-05-05
8470638,1985-07-24
8478036,1996-04-05
8473573,1988-05-24
8475798,1992-02-26
8475913,1992-05-13
8473512,1988-01-12
8473986,1989-09-14
8470611,1985-09-07
8476853,1994-03-09
8479325,1997-12-21
8477474,1995-04-22
8477454,1995-04-20
8477958,1995-10-07
8474884,1989-11-24
8470794,1984-07-11
8474145,1989-03-18
8474161,1989-08-15
8478099,1995-12-12
8479336,1997-12-01
8475191,1991-04-01
8479291,1993-05-21
8477018,1993-04-20
8479675,1995-03-31
8475177,1991-05-09
8476983,1992-09-06
8476461,1992-12-07
8477493,1995-09-02
8473533,1988-09-10
8478495,1997-06-07
8470755,1985-02-04
8474613,1990-06-18
8480780,1990-08-05
8477939,1996-05-01
8476931,1993-10-12
8477451,1994-09-20
8477950,1995-10-24
8475413,1990-10-01
8476356,1993-01-10
8476477,1993-01-24
8475158,1991-02-07
8475220,1991-08-10
8477497,1994-10-12
8478398,1996-12-09
8479339,1998-04-19
8478427,1997-07-26
8476419,1992-11-11
8480801,1999-09-16
8479644,1997-05-05
8478176,1996-05-04
8474157,1988-11-20
8478498,1996-10-17
8470281,1983-07-16
8474190,1988-08-26
8474053,1989-03-28
8474600,1990-06-01
8474697,1989-07-12
8480806,1999-11-06
8480965,1994-03-17
8477505,1994-09-22
8471817,1987-01-20
8478408,1996-12-22
8477447,1995-08-03
8475098,1986-03-19
8475793,1992-07-31
8475982,1988-12-11
8476043,1987-02-13
8476878,1994-01-05
8470613,1985-03-09
8479351,1998-02-03
8474597,1989-11-30
8476941,1994-04-13
8474062,1989-05-09
8475718,1992-01-30
8478056,1996-03-29
8476874,1994-08-22
8480762,1995-06-14
8474641,1990-02-06
8476440,1993-04-16
8478403,1996-10-28
8478512,1992-12-12
8478906,1994-06-06
8479345,1998-03-31
8475772,1991-12-07
8477949,1996-05-10
8478870,1997-04-08
8475784,1992-05-16
8474151,1989-06-13
8475692,1987-09-01
8477402,1995-04-17
8478396,1997-01-25
8479385,1998-05-05
8479423,1998-03-02
8474870,1990-07-29
8476913,1994-07-19
8476431,1992-10-26
8477936,1996-06-20
8475855,1991-12-02
8470606,1984-11-04
8475714,1991-09-25
8480083,1994-12-01
8477355,1995-01-06
8477290,1988-12-01
8476873,1994-09-13
8476624,1993-02-26
8477463,1995-03-07
8479206,1991-08-20
8475197,1991-07-26
8471262,1985-10-12
8476374,1993-01-20
8480748,1995-03-31
8476880,1994-03-29
8480901,1995-09-26
8471218,1986-08-31
8474586,1990-05-15
8474056,1989-05-13
8476370,1993-02-20
8477380,1993-06-19
8475423,1990-02-09
8476459,1993-04-18
8474627,1987-12-23
8477512,1995-04-26
8478440,1997-03-07
8475794,1992-01-31
8475841,1991-01-27
8477851,1992-06-25
8476458,1993-07-11
8478421,1996-12-14
8479026,1997-01-25
8478846,1995-03-17
8477458,1995-05-15
8479371,1998-06-20
8475762,1992-03-04
8477962,1996-03-15
8470598,1984-01-19
8477473,1995-07-01
8479999,1998-11-22
8475279,1991-05-09
8474673,1990-06-07
8469465,1982-12-13
8477952,1996-01-22
8475799,1992-09-08
8477365,1995-04-28
8470151,1983-09-27
8476967,1994-01-06
8470803,1984-05-25
8474009,1988-04-20
8476905,1994-04-22
8472382,1982-10-30
8477461,1995-04-16
8477034,1992-12-10
8480771,1995-03-30
8473415,1988-04-04
8478055,1996-06-12
8479414,1997-12-06
8469459,1983-03-12
8476207,1988-02-26
8473994,1989-07-18
8470834,1985-03-27
8470610,1984-07-28
8474037,1989-05-04
8477220,1991-07-16
8478131,1995-11-08
8479511,1998-05-25
8478454,1997-04-02
8477922,1990-07-18
8474040,1989-08-10
8471717,1986-10-12
8475795,1992-04-20
8481426,1996-06-12
8475461,1991-01-03
8475786,1992-06-09
8471226,1985-10-30
8473453,1987-01-08
8474000,1988-09-24
8470612,1985-05-10
8472410,1983-10-09
8474565,1990-01-18
8474568,1989-11-02
8473419,1988-05-11
8479465,1994-06-20
8468674,1982-04-03
8475736,1992-02-25
8474873,1990-07-16
8480012,1998-11-12
8478841,1997-05-03
8477478,1994-12-20
8476429,1992-10-14
8476934,1994-02-02
8471274,1985-07-30
8469506,1982-11-30
8471436,1985-05-21
8466138,1979-07-02
8471339,1985-03-21
8476921,1992-07-25
8475906,1992-08-14
8475225,1989-09-05
8479337,1997-12-18
8475268,1990-09-23
8474089,1989-05-20
8474162,1989-02-21
8477455,1995-05-20
8480009,1999-04-22
8478211,1995-11-24
8477959,1996-01-22
8476292,1991-03-28
8477435,1995-05-21
8476960,1994-08-06
8480145,1995-07-29
8477865,1991-03-08
8478891,1996-01-15
8476457,1992-11-12
8476449,1993-03-10
8476854,1994-01-20
8474589,1989-10-06
8476922,1994-01-23
8474564,1990-02-07
8475179,1990-10-29
8469454,1983-04-15
8475842,1992-02-04
8477407,1995-08-26
8477346,1994-01-07
8476906,1993-04-20
8471743,1987-07-02
8477479,1995-02-24
8471273,1986-04-29
8478506,1997-01-02
8477126,1990-02-01
8479379,1998-02-27
8478839,1997-01-07
8478074,1996-03-06
8478508,1997-01-13
8478424,1997-05-23
8481105,1997-02-06
8476870,1994-02-23
8480011,1999-05-05
8480727,1996-11-28
8476406,1992-09-26
8481554,2001-02-13
8480027,1999-07-22
8480384,1997-07-17
8479985,1998-11-19
8478146,1996-02-27
8478838,1996-01-25
8479381,1998-09-07
8478882,1995-11-21
8478043,1995-03-06
8479356,1998-06-10
8481481,1997-12-13
8481650,1993-07-23
8476391,1992-02-25
8479523,1997-07-05
8479358,1997-11-24
8480797,2000-02-25
8480205,1999-06-01
8478477,1997-02-05
8479388,1998-03-09
8477038,1992-07-08
8479328,1997-10-15
8479983,1998-09-17
8479587,1996-02-28
8476987,1994-07-25
8479571,1998-07-17
8477974,1996-02-14
8480073,1999-09-02
8481477,1995-05-03
8474604,1990-05-18
8481813,1992-01-31
8480940,1994-03-04
8477541,1994-01-05
8473914,1985-02-04
8478857,1996-10-01
8477320,1995-03-14
8477210,1991-09-30
8477508,1995-02-02
8475254,1990-10-06
8477409,1995-08-14
8478436,1997-01-28
8479671,1997-02-11
8478476,1997-08-13
8479734,1997-05-24
8479933,1992-12-31
8477369,1994-07-27
8478367,1993-07-22
8480069,1998-10-30
8478447,1997-05-23
8480064,1999-05-05
8479366,1998-03-05
8479998,1999-05-25
8478021,1996-02-22
8478502,1996-10-30
8477149,1992-07-30
8481630,1996-02-07
8481559,2001-05-14
8475797,1992-02-20
8477003,1994-02-07
8480074,1999-09-13
8481523,2001-01-21
8480028,1999-05-14
8480849,2000-06-09
8479323,1998-02-17
8480873,2000-03-07
8478859,1996-04-27
8480043,1999-04-30
8476344,1993-04-27
8480068,1999-01-03
8478485,1997-03-30
8473485,1987-10-30
8479980,1998-12-05
8476404,1991-05-17
8478133,1996-06-02
8481600,2001-04-06
8479996,1999-04-01
8479526,1998-09-01
8481641,1996-03-23
8480341,1994-06-22
8481516,1994-05-25
8480796,1999-10-06
8475825,1992-03-31
8480185,1998-09-02
8478833,1997-03-25
8477359,1993-06-08
8478996,1996-05-06
8475730,1992-04-18
8480789,2000-06-13
8479347,1998-03-15
8477343,1994-12-05
8481640,1998-10-04
8481624,1994-10-10
8480014,1999-08-16
8480871,2000-08-15
8478507,1997-05-21
8481019,2000-04-11
8476195,1989-12-14
8480184,1998-10-20
8478136,1996-01-02
8476947,1993-09-17
8476952,1994-03-09
8481649,1997-09-26
8478073,1994-11-29
8481637,1993-03-01
8480018,1999-08-10
8479772,1996-07-08
8478115,1996-05-31
8479335,1997-12-03
8477330,1995-08-21
8476430,1992-12-28
8471804,1987-07-24
8481186,1996-08-14
8480186,1997-08-02
8478017,1995-12-25
8474611,1990-03-19
8479393,1998-07-28
8481638,1993-01-08
8481515,1997-07-01
8476400,1992-10-05
8480001,1999-01-01
8481572,2001-03-02
8479348,1998-06-05
8477573,1994-02-07
8479369,1998-03-17
8480003,1998-10-30
8480822,1999-10-02
8479382,1998-04-16
8478451,1997-06-26
8480865,2000-01-07
8479514,1997-04-02
8480802,1999-09-21
8482654,1997-09-26
8479661,1997-05-29
8480807,2000-03-14
8480831,2000-08-06
8482248,1993-08-27
8479550,1997-06-01
8481077,1998-08-07
8481014,2000-01-06
8478446,1997-03-25
8480293,1997-04-14
8481629,1996-05-01
8475958,1992-07-25
8481540,2001-01-02
8481546,2001-01-05
8478415,1997-02-21
8475213,1991-01-29
8481068,1998-06-06
8478970,1996-05-15
8482142,2002-04-08
8479525,1996-09-11
8478057,1996-05-15
8482072,1997-05-18
8478975,1995-06-18
8481524,2001-06-13
8479705,1997-01-28
8481599,2001-02-26
8481708,2000-10-18
8482245,1995-10-03
8480883,2000-03-24
8480037,1999-01-09
8479718,1997-05-21
8482109,2001-10-11
8482635,1999-02-05
8479639,1998-02-19
8474610,1989-11-01
8480833,1999-12-23
8481618,2001-01-28
8480813,2000-01-13
8476300,1993-03-28
8480158,1995-06-18
8478851,1996-10-08
8482240,1994-07-29
8481533,2001-03-20
8480848,2000-07-21
8479984,1998-12-13
8477392,1995-07-28
8478049,1996-05-28
8480015,1999-02-16
8478904,1996-04-13
8478431,1996-10-31
8481147,1998-07-10
8482063,1995-07-31
8480814,1999-10-07
8482067,1996-09-12
8477887,1992-05-29
8480913,1995-05-09
8480276,1999-01-04
8481122,1998-09-19
8480222,1996-02-17
8480025,1999-07-14
8480289,1998-12-02
8479402,1998-06-09
8482641,1998-04-14
8480021,1999-02-18
8480860,2000-06-27
8480884,2000-04-11
8480879,2000-06-30
8480845,2000-03-15
8481535,2000-12-20
8478967,1997-08-04
8478528,1992-07-24
8482116,2002-01-15
8482222,1994-06-17
8480056,1999-05-20
8481522,2001-01-26
8479066,1994-12-09
8479982,1998-09-18
8475278,1991-03-12
8482623,1998-12-08
8479322,1997-10-14
8482055,1998-06-09
8482369,1997-11-24
8477335,1995-07-12
8482124,2002-08-19
8479987,1998-07-20
8480070,1999-01-18
8480844,2000-06-24
8480196,1997-11-18
8478467,1997-07-18
8476888,1994-05-16
8479252,1994-06-01
8482247,1994-01-16
8481812,1998-03-20
8480798,1999-10-12
8480005,1999-06-01
8478434,1997-04-08
8481518,2000-11-29
8481740,1999-07-12
8479439,1993-02-26
8480226,1998-10-28
8481528,2001-02-09
8479542,1998-08-27
8480853,2000-02-04
8479462,1998-03-01
8477070,1994-07-29
8478013,1996-02-20
8479986,1998-10-16
8482241,1996-04-29
8480459,1996-05-24
8481626,1997-10-29
8478949,1997-01-22
8481178,2000-03-30
8479378,1998-05-26
8476390,1992-10-26
8480053,1999-06-09
8480058,1999-07-01
8478040,1996-02-16
8478864,1997-04-26
8479546,1998-03-09
8479573,1998-03-12
8477446,1995-03-07
8480817,2000-01-21
8481582,2001-09-11
8480467,1997-02-17
8481596,2000-11-12
8479602,1996-12-04
8479355,1998-05-05
8480304,1997-03-22
8480019,1999-02-15
8476989,1993-09-23
8480007,1999-03-31
8482197,2001-09-25
8483397,1999-07-26
8480071,1998-10-13
8482655,2000-06-06
8479534,1998-09-04
8481711,2000-10-14
8476982,1994-01-30
8481461,1995-09-02
8481004,1998-12-31
8481553,2001-07-08
8479359,1998-02-04
8482125,2002-01-23
8479419,1998-07-20
8479421,1998-08-31
8480980,1999-06-26
8478173,1996-03-02
8479543,1998-03-13
8479536,1998-02-10
8480008,1999-05-11
8480878,2000-07-27
8480979,1998-10-19
8480870,2000-02-06
8481521,1999-03-20
8482665,2002-11-05
8481532,2001-02-26
8482192,2001-09-28
8481537,2000-12-04
8483570,1998-11-15
8481656,2001-01-06
8481239,2000-03-14
8479364,1998-04-14
8478438,1997-04-28
8482745,2003-01-30
8479362,1998-04-10
8481560,2001-06-26
8481517,1999-04-30
8480306,1995-07-25
8482671,2002-11-22
8479341,1998-06-19
8479373,1997-12-20
8482073,2001-09-20
8478178,1996-02-28
8481557,2001-04-05
8481580,2001-01-15
8479991,1999-03-10
8481598,2001-06-25
8482705,2003-05-16
8479520,1997-05-22
8479383,1998-06-18
8479578,1997-02-25
8481655,2001-04-25
8480060,1999-04-04
8481542,2001-04-06
8481093,1999-01-06
8479619,1996-05-19
8480434,1998-10-21
8479304,1992-05-05
8482660,2002-10-18
8481577,2001-07-28
8480049,1999-01-24
8477419,1995-04-19
8479597,1996-03-19
8480188,1999-08-25
8478051,1995-02-13
8482089,2002-03-29
8480441,1999-05-26
8481032,1999-11-16
8480192,1997-07-12
8480887,2000-07-07
8481575,2000-09-24
8481161,1999-09-12
8479390,1998-02-18
8480281,1999-06-25
8480863,2000-02-06
8478062,1996-08-17
8481059,1998-08-18
8478250,1995-10-05
8480890,2000-09-15
8480355,1999-03-11
8480847,2000-08-14
8482834,1994-09-21
8480443,1998-06-11
8480292,1997-08-18
8480231,1999-06-15
8482148,2002-02-09
8481617,2001-06-24
8480988,2000-03-20
8481720,1999-06-04
8482078,2002-03-28
8479981,1998-10-12
8482111,2001-11-15
8479729,1997-12-11
8483565,1998-05-12
8482093,2002-02-01
8482117,2002-05-17
8482110,2001-10-27
8481581,2001-08-19
8476345,1992-11-13
8481061,1998-01-22
8481606,2001-02-24
8482667,2002-10-12
8477460,1995-03-27
8480220,1999-02-05
8481701,2001-01-15
8481609,2001-05-26
8481102,2000-06-07
8479338,1998-06-08
8482062,1995-10-28
8479289,1992-11-17
8480855,2000-01-06
8481568,2001-06-05
8480846,2000-05-31
8482624,1997-07-11
8482113,2001-10-03
8479367,1998-06-20
8482133,2002-01-03
8476867,1994-03-25
8479512,1997-07-10
8480216,1999-07-19
8480448,1999-05-14
8475968,1991-08-31
8481555,2000-04-12
8481058,1999-10-03
8482475,2001-02-01
8481441,1996-01-01
8479941,1993-03-15
8482149,2002-01-01
8481704,2001-02-01
8482147,2002-05-13
8482079,2001-09-23
8481605,2001-01-09
8482762,2003-02-05
8480242,1999-01-14
8482175,2002-01-14
8481563,2001-03-26
8478224,1995-11-06
8479533,1998-02-25
8482452,2002-01-21
8482095,2002-01-10
8480823,1999-11-15
8482964,2001-01-30
8479576,1996-05-29
8481754,2001-09-10
8482691,2002-11-14
8484287,2001-06-09
8482092,2002-08-08
8478450,1997-08-24
8482496,2000-02-07
8481006,2000-03-01
8483460,2003-11-28
8482399,1996-02-06
8480995,1999-03-09
8480245,1999-08-24
8481167,1999-08-23
8482146,2002-02-21
8481043,1998-05-17
8477981,1996-01-20
8482824,2000-05-29
8480267,1999-06-07
8480439,1998-09-26
8478147,1996-08-03
8480084,1994-11-21
