playerId,name
8479324,Ryan Lindgren
8480147,Oscar Fantenberg
8475758,Devante Smith-Pelly
8476427,Ty Rattie
8478449,Roope Hintz
8471709,Marc-Edouard Vlasic
8476894,Brendan Leipsic
8474098,Colton Sceviour
8480821,Filip Zadina
8475715,Oscar Lindberg
8479553,Maxim Mamin
8475181,Nick Leddy
8475832,Tom Kuhnhackl
8477240,Carter Rowney
8478911,Matt Roy
8477946,Dylan Larkin
8478401,Pavel Zacha
8474189,Lars Eller
8475727,Ryan Spooner
8477901,Daniel Carr
8477511,Anthony Mantha
8476792,Torey Krug
8476948,Charles Hudon
8476881,Tomas Hertl
8476467,Jamie Oleksiak
8476975,Cedric Paquette
8471685,Anze Kopitar
8474618,Marco Scandella
8476437,Victor Rask
8473412,Bryan Little
8476346,Johnny Gaudreau
8471657,Cody McLeod
8477951,Nick Schmaltz
8475178,Zack Kassian
8471958,Dan Girardi
8476891,Matt Grzelcyk
8479974,Nolan Patrick
8480945,Juuso Riikola
8475848,Brendan Gallagher
8475218,Mattias Ekholm
8476892,Colton Parayko
8479346,Dillon Dube
8477500,Bo Horvat
8475168,Matt Duchene
8476326,Josh Archibald
8476807,Matt Tennyson
8478550,Artemi Panarin
8480072,Lias Andersson
8477213,Tim Schaller
8473504,Cal Clutterbuck
8475236,Cody Eakin
8478491,Jacob Larsson
8475208,Brian Dumoulin
8479580,Dylan Gambrell
8480803,Evan Bouchard
8468493,Ron Hainsey
8475163,Alex Chiasson
8471729,Kris Russell
8476389,Vincent Trocheck
8477492,Nathan MacKinnon
8475747,Patrik Nemeth
8477509,Mirco Mueller
8478430,Oliver Kylington
8474716,Jared Spurgeon
8476988,Matt Benning
8476806,J.T. Brown
8477961,John Quenneville
8474849,Antoine Roussel
8474031,Kevin Shattenkirk
8476857,Pontus Aberg
8479320,Maxime Lajoie
8478458,Jack Roslovic
8475175,Magnus Paajarvi
8474709,Matt Martin
8476480,Vladislav Namestnikov
8473446,Erik Johnson
8477987,Ryan Donato
8474038,Paul Byron
8477903,Garnet Hathaway
8480029,Alex Formenton
8478455,Austin Wagner
8471716,Justin Abdelkader
8480943,Igor Ozhiganov
8475151,Kyle Palmieri
8475868,Anthony Bitetto
8480172,Jan Rutta
8473560,Korbinian Holzer
8480314,Max Veronneau
8476448,William Karlsson
8476919,Chris Tierney
8479994,Jaret Anderson-Dolan
8480144,David Kampf
8477384,Josh Brown
8475253,Garrett Wilson
8479368,Max Jones
8479657,Alexandre Fortin
8477971,Andreas Englund
8475716,Martin Marincin
8477520,Jean-Sebastien Dea
8477357,Saku Maenalanen
8476971,Kevin Roy
8477960,Adrian Kempe
8479425,Filip Hronek
8476907,Mackenzie MacEachern
8477495,Seth Jones
8470621,Corey Perry
8478881,Brett Seney
8476447,Miikka Salomaki
8476396,Steven Fogarty
8468509,Niklas Kronwall
8470966,Mark Giordano
8475791,Taylor Hall
8474141,Patrick Kane
8479404,Henrik Borgstrom
8476886,Slater Koekkoek
8476927,Teddy Blueger
8473992,Justin Falk
8476455,Gabriel Landeskog
8477498,Darnell Nurse
8477937,Jake Virtanen
8470110,Trevor Daley
8478844,Mikhail Vorobyev
8476415,Kyle Rau
8475790,Erik Gudbranson
8477944,Jakub Vrana
8474150,Mikael Backlund
8478868,Christian Jaros
8477839,Conor Sheary
8471873,Anton Stralman
8470600,Ryan Suter
8476799,Cameron Schilling
8475160,Kyle Clifford
8477529,Colby Cave
8477353,Tyler Motte
8474008,Paul Carey
8476872,Scott Laughton
8478493,Joel Eriksson Ek
8475200,Dmitry Orlov
8474683,Derek Grant
8475172,Nazem Kadri
8474774,Dalton Prout
8474090,Brendan Smith
8478397,Rasmus Andersson
8474134,Yannick Weber
8477464,Nic Petan
8470595,Eric Staal
8475753,Justin Faulk
8470047,Valtteri Filppula
8479293,Brandon Tanev
8479466,Patrick Russell
8478042,Viktor Arvidsson
8477043,Christian Djoos
8476889,Radek Faksa
8474736,Zac Rinaldo
8475287,Erik Haula
8475204,Brandon Pirri
8476310,Lukas Sedlak
8476858,Phillip Di Giuseppe
8477482,Zach Sanford
8477215,Danny DeKeyser
8476918,Jimmy Vesey
8477956,David Pastrnak
8477507,Nikita Zadorov
8475844,Kenny Agostino
8477947,Sonny Milano
8478460,Zach Werenski
8478414,Timo Meier
8475235,Nicolas Deslauriers
8476875,Mike Matheson
8478400,Colin White
8475321,Phil Varone
8469455,Jason Spezza
8477940,Nikolaj Ehlers
8479442,Troy Stecher
8473604,Jonathan Toews
8474722,Luke Witkowski
8476871,Tanner Pearson
8477494,Jonathan Drouin
8471698,T.J. Oshie
8475184,Chris Kreider
8475834,Marcus Sorensen
8477810,Joel Hanley
8475760,Nick Bjugstad
8474715,Cam Atkinson
8477994,Dominic Turgeon
8476981,Josh Anderson
8476456,Jonathan Huberdeau
8479992,Michael Rasmussen
8474166,Alec Martinez
8477931,Tomas Nosek
8470626,Loui Eriksson
8478432,Christian Fischer
8477503,Max Domi
8478365,Danick Martel
8480113,Alex Iafallo
8477973,Vladislav Kamenev
8478843,Denis Malgin
8475744,Evgeny Kuznetsov
8471392,Roman Polak
8471242,Mike Green
8477846,Ryan Carpenter
8478468,Jeremy Lauzon
8480078,Filip Chytil
8476409,Alan Quine
8475754,Brock Nelson
8477938,Haydn Fleury
8475186,John Moore
8477456,J.T. Compher
8475625,Matt Irwin
8475902,Zach Trotman
8476463,Jonas Brodin
8476468,J.T. Miller
8475869,Brandon Davidson
8473618,Mathieu Perreault
8476443,Xavier Ouellet
8478500,Ivan Provorov
8476923,Damon Severson
8478038,Devon Toews
8471284,Andrej Sekera
8477429,Andrew Copp
8478873,Troy Terry
8475222,Sami Vatanen
8476884,Derrick Pouliot
8474125,Carl Gunnarsson
8471260,Blake Comeau
8476312,Josh Manson
8476915,Jujhar Khaira
8471214,Alex Ovechkin
8474584,Michael Del Zotto
8471761,Chris Butler
8478541,Markus Hannikainen
8473546,Michael Grabner
8479250,Nick Lappin
8478078,Rourke Chartier
8476462,Dougie Hamilton
8479458,Nikita Zaitsev
8473468,Eric Gryba
8479372,Josh Mahura
8477845,Trevor van Riemsdyk
8471735,Keith Yandle
8479416,Ben Gleason
8477417,Peter Cehlarik
8479314,Matthew Tkachuk
8473422,Nick Foligno
8477472,Carl Dahlstrom
8471676,Bobby Ryan
8475750,Jon Merrill
8476924,Martin Frk
8475193,Tomas Tatar
8477015,Connor Brown
8476428,Rocco Grimaldi
8474590,John Carlson
8479977,Kailer Yamamoto
8474068,Kyle Turris
8479400,Pierre-Luc Dubois
8474034,Pat Maroon
8480002,Nico Hischier
8476539,Jonathan Marchessault
8470602,Dion Phaneuf
8476925,Colton Sissons
8477957,Nikita Scherbak
8470642,Shea Weber
8479333,Libor Hajek
8477986,Brandon Montour
8475735,Greg McKegg
8474102,David Perron
8475263,Wade Megan
8478268,Jack Rodewald
8478856,Conor Garland
8478046,Danton Heinen
8475768,Jaden Schwartz
8475169,Evander Kane
8476474,Stefan Noesen
8478462,Nicolas Roy
8476285,Matthew Peca
8475808,Michael Chaput
8476851,Alex Galchenyuk
8479353,Brett Howden
8478840,William Borgen
8480039,Martin Necas
8477452,Ian McCoshen
8478444,Brock Boeser
8479376,Victor Mete
8470655,David Backes
8476779,Brad Hunt
8474520,Jason Garrison
8478417,Jakob Forsbacka Karlsson
8476979,Erik Gustafsson
8475209,Richard Panik
8477932,Aaron Ekblad
8471769,Niklas Hjalmarsson
8476617,Tomas Hyka
8476476,Joe Morrow
8475907,Micheal Ferland
8477488,Brett Pesce
8476902,Esa Lindell
8477919,Frederick Gaudreau
8475613,Nate Prosser
8478104,Sammy Blais
8473548,Phil Kessel
8470543,Chris Kunitz
8480800,Quinn Hughes
8480935,Lawrence Pilut
8477955,Jared McCann
8476410,Josh Leivo
8465009,Zdeno Chara
8477504,Josh Morrissey
8477073,Kurtis MacDermid
8475233,David Savard
8477426,Nick Paul
8476331,Dylan DeMelo
8471233,Travis Zajac
8474573,Josh Bailey
8474250,Zack Smith
8471686,Marc Staal
8476372,Nick Seeler
8471677,Jack Johnson
8470604,Jeff Carter
8474218,Jason Demers
8474291,Jay Beagle
8481433,Taro Hirose
8473563,Nicklas Backstrom
8474149,Evgenii Dadonov
8478542,Evan Rodrigues
8478416,Erik Cernak
8479944,Zach Aston-Reese
8478519,Anthony Cirelli
8475176,Ryan Ellis
8474668,Dale Weise
8471724,Kris Letang
8479395,Dennis Cholowski
8478399,Jonas Siegenthaler
8475246,Kevin Connauton
8474567,Zach Bogosian
8474571,Mikkel Boedker
8478443,Brandon Carlo
8476407,Andy Welinski
8478472,Mathieu Joseph
8479976,Juuso Valimaki
8476469,Joel Armia
8479420,Tage Thompson
8475325,Jordan Nolan
8476442,Matt Nieto
8470187,Johnny Boychuk
8476856,Matt Dumba
8476293,Scott Wilson
8478469,Thomas Chabot
8476323,Max McCormick
8478831,Kevin Stenlund
8479315,Joey Anderson
8473584,Andrew MacDonald
8477413,Sven Andrighetto
8478420,Mikko Rantanen
8477471,Dillon Heatherington
8478027,Lucas Wallmark
8480326,Sheldon Dries
8476191,Kevan Miller
8479370,Tyson Jost
8471707,James Neal
8477425,Miles Wood
8477948,Travis Sanheim
8478463,Anthony Beauvillier
8478413,Jordan Greenway
8477404,Jake Guentzel
8480160,Radim Simek
8475755,Alexander Petrovic
8476177,Matt Read
8478569,Noel Acciari
8473465,Jamie McGinn
8475765,Vladimir Tarasenko
8477366,Luke Johnson
8479398,Samuel Girard
8475323,Marcus Kruger
8474612,Travis Hamonic
8471887,Patric Hornqvist
8480208,Drake Batherson
8478561,Andreas Martinsen
8475171,Oliver Ekman-Larsson
8475314,Anders Lee
8476885,Jacob Trouba
8476466,Sven Baertschi
8473507,Jeff Petry
8476879,Cody Ceci
8480769,Joel L'Esperance
8475260,Corban Knight
8471276,David Krejci
8474688,Greg Pateryn
8477502,Samuel Morin
8475149,Marcus Johansson
8468498,Brooks Orpik
8479482,Michal Kempny
8476877,Jordan Schmaltz
8475722,Jason Zucker
8474685,Matt Calvert
8477009,Jake Dotchin
8475690,Christopher Tanev
8474569,Colin Wilson
8475188,Brayden McNabb
8479344,Jesse Puljujarvi
8476958,Jaccob Slavin
8476470,Nathan Beaulieu
8479415,Michael McLeod
8477527,Ross Johnston
8478407,Vince Dunn
8471669,Paul Stastny
8478452,Caleb Jones
8471768,Tom Pyatt
8479268,Casey Nelson
8471794,Darren Helm
8464989,Matt Cullen
8478465,Guillaume Brisebois
8475164,Jakob Silfverberg
8480944,Par Lindholm
8480776,Sheldon Rempal
8470760,Marc Methot
8475343,Nic Dowd
8474717,Mark Barberio
8475227,Chris Wideman
8477416,Oliver Bjorkstrand
8478010,Brayden Point
8479945,Gavin Bayreuther
8473933,Ben Lovejoy
8473544,Derick Brassard
8477953,Kasperi Kapanen
8473564,Michael Frolik
8475763,Kevin Hayes
8471303,Alexander Edler
8478373,Nikita Soshnikov
8475857,Kevin Gravel
8477979,Nicolas Aube-Kubel
8477963,Jayce Hawryluk
8474207,Nick Holden
8475796,Mark Pysyk
8476329,Travis Boyd
8476882,Teuvo Teravainen
8475430,Brandon Manning
8476460,Mark Scheifele
8473449,Kyle Okposo
8477969,Marcus Pettersson
8475324,Nick Jensen
8478402,Connor McDavid
8480157,Calle Rosen
8478585,Derek Ryan
8477850,Christian Folin
8474176,Carl Hagelin
8478874,Adam Gaudette
8478075,Anders Bjork
8476887,Filip Forsberg
8478067,Oskar Lindblom
8477998,Warren Foegele
8477964,Ivan Barbashev
8475726,Tyler Toffoli
8478488,Filip Chlapik
8477085,Ashton Sautner
8480031,Max Comtois
8479343,Clayton Keller
8478915,Sami Niku
8474091,Brandon Sutter
8480161,Libor Sulak
8471699,Andrew Cogliano
8470616,Ryan Kesler
8476399,Blake Coleman
8476822,Luke Glendening
8477448,Marko Dano
8474579,Luca Sbisa
8476826,Yanni Gourde
8480829,Jesperi Kotkaniemi
8479968,Vinni Lettieri
8479316,Luke Kunin
8477496,Elias Lindholm
8478439,Travis Konecny
8477680,Josh Currie
8468611,Matt Hendricks
8470619,Brian Boyle
8470607,Brent Seabrook
8477444,Andre Burakovsky
8475820,Joonas Donskoi
8478445,Mathew Barzal
8477945,Julius Honka
8476479,Phillip Danault
8480946,Dominik Kahun
8470318,Jonathan Ericsson
8477989,Christian Dvorak
8477341,Andreas Johnsson
8477499,Rasmus Ristolainen
8474025,Eric Tangradi
8475807,Joakim Nordstrom
8471217,Andrew Ladd
8476453,Nikita Kucherov
8480336,Sean Walker
8475745,Charlie Coyle
8476454,Ryan Nugent-Hopkins
8478442,Cooper Marody
8476473,Connor Murphy
8478466,Daniel Sprong
8476166,Taylor Fedun
8474013,Ian Cole
8475231,Casey Cizikas
8471691,Martin Hanzal
8476917,Adam Pelech
8476438,Brandon Saad
8474563,Drew Doughty
8474602,Justin Schultz
8476545,Kurtis Gabriel
8480035,Henri Jokiharju
8476422,Mike Reilly
8477506,Ryan Pulock
8475766,Austin Watson
8476483,Rickard Rakell
8470638,Patrice Bergeron
8478036,Christoffer Ehn
8473573,Artem Anisimov
8475798,Mikael Granlund
8475913,Mark Stone
8473512,Claude Giroux
8473986,Alex Killorn
8470611,Eric Fehr
8476853,Morgan Rielly
8479325,Charlie McAvoy
8477474,Madison Bowey
8477454,Adam Erne
8477958,Nikolay Goldobin
8474884,Mike Hoffman
8470794,Joe Pavelski
8474145,Robert Bortuzzo
8474161,Jakub Voracek
8478099,Kevin Labanc
8479336,Carl Grundstrom
8475191,Reilly Smith
8479291,Kevin Rooney
8477018,Ben Hutton
8479675,Trevor Moore
8475177,Calvin de Haan
8476983,Paul LaDue
8476461,Sean Couturier
8477493,Aleksander Barkov
8473533,Jordan Staal
8478495,Denis Gurianov
8470755,Brad Richardson
8474613,Derek Stepan
8480780,Lukas Radil
8477939,William Nylander
8476931,Jake McCabe
8477451,Ryan Hartman
8477950,Tony DeAngelo
8475413,Justin Dowling
8476356,Tobias Rieder
8476477,Matt Puempel
8475158,Ryan O'Reilly
8475220,Marcus Foligno
8477497,Sean Monahan
8478398,Kyle Connor
8479339,Patrik Laine
8478427,Sebastian Aho
8476419,Jean-Gabriel Pageau
8480801,Brady Tkachuk
8479644,Matt Luff
8478176,Joe Hicketts
8474157,Max Pacioretty
8478498,Jake DeBrusk
8470281,Duncan Keith
8474190,Wayne Simmonds
8474053,Logan Couture
8474600,Roman Josi
8474697,Mark Borowiecki
8480806,Isac Lundestrom
8480965,Antti Suomela
8477505,Alexander Wennberg
8471817,Ryan Reaves
8478408,Travis Dermott
8477447,Shea Theodore
8475098,Tyler Bozak
8475793,Ryan Johansen
8475982,Erik Burgdoerfer
8476043,Ben Street
8476878,Zemgus Girgensons
8470613,Brent Burns
8479351,Sam Steel
8474597,Cody Goloubef
8476941,Connor Carrick
8474062,Riley Nash
8475718,Justin Holl
8478056,Clark Bishop
8476874,Olli Maatta
8480762,Eric Robinson
8474641,Adam Henrique
8476440,Markus Granlund
8478403,Jack Eichel
8478512,Austin Czarnik
8478906,Markus Nutivaara
8479345,Jakob Chychrun
8475772,Riley Sheahan
8477949,Alex Tuch
8478870,Rudolfs Balcers
8475784,Jeff Skinner
8474151,Ryan McDonagh
8475692,Mats Zuccarello
8477402,Pavel Buchnevich
8478396,Noah Hanifin
8479385,Jordan Kyrou
8479423,Alexander Nylander
8474870,Tyler Johnson
8476913,Devin Shore
8476431,Adam Clendening
8477936,Michael Dal Colle
8475855,Jesper Fast
8470606,Dustin Brown
8475714,Calle Jarnkrok
8480083,C.J. Smith
8477355,Will Butcher
8477290,Michael Raffl
8476873,Mark Jankowski
8476624,Barclay Goodrow
8477463,Steven Santini
8479206,Tanner Fritz
8475197,Tyson Barrie
8471262,Carl Soderberg
8476374,Sean Kuraly
8480748,Kiefer Sherwood
8476880,Tom Wilson
8480901,Karson Kuhlman
8471218,Blake Wheeler
8474586,Jordan Eberle
8474056,P.K. Subban
8476370,Blake Pietila
8477380,Jonny Brodzinski
8475423,Darren Archibald
8476459,Mika Zibanejad
8474627,Jori Lehtera
8477512,Frederik Gauthier
8478440,Dylan Strome
8475794,Tyler Seguin
8475841,Tim Heed
8477851,Jordan Oesterle
8476458,Ryan Strome
8478421,A.J. Greer
8479026,Philippe Myers
8478846,Christian Wolanin
8477458,Valentin Zykov
8479371,Dante Fabbro
8475762,Derek Forbort
8477962,Brendan Lemieux
8470598,Thomas Vanek
8477473,Justin Bailey
8479999,Casey Mittelstadt
8475279,Ben Chiarot
8474673,TJ Brodie
8469465,Dan Hamhuis
8477952,Robby Fabbri
8475799,Nino Niederreiter
8477365,Connor Clifton
8470151,Jay Bouwmeester
8476967,Brett Kulak
8470803,Kyle Brodziak
8474009,Nick Bonino
8476905,Chandler Stephenson
8472382,Andy Greene
8477461,Remi Elie
8477034,Jaycob Megna
8480771,Daniel Brickley
8473415,Alex Biega
8478055,Gustav Forsling
8479414,Nathan Bastian
8469459,Mikko Koivu
8476207,Brian Gibbons
8473994,Jamie Benn
8470834,Dustin Byfuglien
8470610,Zach Parise
8474037,James van Riemsdyk
8477220,Nate Schmidt
8478131,Ondrej Kase
8479511,Janne Kuokkanen
8478454,Noah Juulsen
8477922,Melker Karlsson
8474040,Sam Gagner
8471717,Adam McQuaid
8475795,Dylan McIlrath
8481426,Ryan Kuffner
8475461,Andrew Agozzino
8475786,Zach Hyman
8471226,Drew Stafford
8473453,Trevor Lewis
8474000,Steven Kampfer
8470612,Ryan Getzlaf
8472410,Stephen Gionta
8474565,Alex Pietrangelo
8474568,Luke Schenn
8473419,Brad Marchand
8479465,Drake Caggiula
8468674,Deryk Engelland
8475736,Connor Brickley
8474873,Brian Lashoff
8480012,Elias Pettersson
8478841,Colton White
8477478,William Carrier
8476429,Scott Mayfield
8476934,Brock McGinn
8471274,Alex Goligoski
8469506,Jason Pominville
8471436,Matt Hunwick
8466138,Joe Thornton
8471339,Ryan Callahan
8476921,Jordan Martinook
8475906,John Klingberg
8475225,Craig Smith
8479337,Alex DeBrincat
8475268,Gabriel Bourque
8474089,Brad Malone
8474162,Jake Muzzin
8477455,Jacob de la Rose
8480009,Eeli Tolvanen
8478211,Dryden Hunt
8477959,Joshua Ho-Sang
8476292,Ondrej Palat
8477435,Ryan Graves
8476960,Andreas Athanasiou
8480145,Neal Pionk
8477865,Jake Chelios
8478891,Mason Appleton
8476457,Adam Larsson
8476449,Scott Harrington
8476854,Hampus Lindholm
8474589,Tyler Ennis
8476922,Boo Nieves
8474564,Steven Stamkos
8475179,Dmitry Kulikov
8469454,Ilya Kovalchuk
8475842,Sam Carrick
8477407,Anthony Duclair
8477346,MacKenzie Weegar
8476906,Shayne Gostisbehere
8471743,Vladimir Sobotka
8477479,Tyler Bertuzzi
8471273,Brandon Dubinsky
8478506,Gabriel Carlsson
8477126,Jayson Megna
8479379,Givani Smith
8478839,Aleksi Saarela
8478074,Anthony Angello
8478508,Yakov Trenin
8478424,Jansen Harkins
8481105,Otto Leskinen
8476870,Stefan Matteau
8480011,Klim Kostin
8480727,Zach Whitecloud
8476406,Nicholas Shore
8481554,Kaapo Kakko
8480027,Jason Robertson
8480384,Alexander True
8479985,Cale Fleury
8478146,Matthew Highmore
8478838,Lukas Vejdemo
8479381,Nick Caamano
8478882,Vladislav Gavrikov
8478043,Sam Lafferty
8479356,Kieffer Bellows
8481481,Blake Lizotte
8481650,Jakob Lilja
8476391,T.J. Tynan
8479523,Lucas Carlsson
8479358,Carsen Twarynski
8480797,Joel Farabee
8480205,Emil Bemstrom
8478477,Mitchell Stephens
8479388,Riley Stillman
8477038,Nikita Gusev
8479328,Julien Gauthier
8479983,Mario Ferraro
8479587,Rhett Gardner
8476987,Jake Bischoff
8479571,Joachim Blichfeld
8477974,Ryan MacInnis
8480073,Erik Brannstrom
8481477,Nico Sturm
8474604,Aaron Ness
8481813,Gaetan Haas
8480940,Joel Persson
8477541,Dakota Mermis
8473914,Mark Letestu
8478857,Dmytro Timashov
8477320,Anton Blidh
8477210,Buddy Robinson
8477508,Curtis Lazar
8475254,Gabriel Dumont
8477409,Carter Verhaeghe
8478436,David Kase
8479671,Mathieu Olivier
8478476,Kyle Capobianco
8479734,Brennan Menell
8479933,Gerald Mayhew
8477369,Carson Soucy
8478367,Cole Bardreau
8480069,Cale Makar
8478447,Nicholas Merkley
8480064,Josh Norris
8479366,Logan Brown
8479998,Mikey Anderson
8478021,William Lagesson
8478502,Dennis Gilbert
8477149,Scott Sabourin
8481630,Alexander Yelesin
8481559,Jack Hughes
8475797,Jarred Tinordi
8477003,Riley Barber
8480074,Alexandre Texier
8481523,Kirby Dach
8480028,Morgan Frost
8480849,Barrett Hayton
8479323,Adam Fox
8480873,Rasmus Sandin
8478859,Niko Mikkola
8480043,Timothy Liljegren
8476344,Tyler Graovac
8480068,Ryan Poehling
8478485,Zach Senyshyn
8473485,Chris Stewart
8479980,Nicolas Hague
8476404,Andy Andreoff
8478133,Jake Evans
8481600,Tobias Bjornfot
8479996,Cody Glass
8479423,Alex Nylander
8479526,Otto Koivula
8481641,Joel Kiviranta
8480341,Adam Johnson
8481516,Joel Kellman
8480796,Martin Fehervary
8475825,Jani Hakanpaa
8480185,Eetu Luostarinen
8478833,J.C. Beaudin
8477359,Tucker Poolman
8478996,Adam Brooks
8475730,Stephen Johns
8480789,Oliver Wahlstrom
8479347,Tyler Benson
8477343,Tyler Lewington
8481640,Lean Bergmann
8481624,Ilya Mikheyev
8480014,Gabriel Vilardi
8480871,Adam Boqvist
8478507,John Marino
8481019,David Gustafsson
8476195,Cory Conacher
8480184,Gustav Lindstrom
8478136,Jacob Middleton
8476947,Nikolai Prokhorkin
8476952,Dominic Toninato
8481649,Joona Luoto
8478073,Anton Lindholm
8481637,Anton Wedin
8480018,Nick Suzuki
8479772,Zack MacEwen
8478115,Pierre Engvall
8479335,Rasmus Asplund
8477330,Dominik Kubalik
8476430,Tomas Jurco
8471804,Nathan Gerbe
8481186,Logan O'Connor
8480186,Alexander Volkov
8478017,Mark Friedman
8474611,Cameron Gaunce
8479393,Noah Gregor
8481638,Joakim Nygard
8481515,Danil Yurtaykin
8476400,Logan Shaw
8480001,Urho Vaakanainen
8481572,Ville Heinola
8479348,Kale Clague
8477573,Nathan Walker
8479369,Andrew Peeke
8480003,Jesper Boqvist
8480822,Martin Kaut
8479382,Connor Bunnaman
8478451,Ethan Bear
8480865,Noah Dobson
8479514,Rem Pitlick
8480802,Ryan McLeod
8482654,Jackson Cates
8479661,Tanner Jeannot
8480807,Mattias Samuelsson
8477505,Alex Wennberg
8480831,Alec Regula
8482248,Fredrik Handemark
8479550,Tanner Laczynski
8481077,John Leonard
8481014,Alexander Romanov
8478446,Glenn Gawdin
8480293,Wyatt Kalynuk
8481629,Olle Alsing
8475958,Michael Sgarbossa
8481540,Cole Caufield
8481546,Cam York
8478415,Jakub Zboril
8475213,Drew Shore
8481068,Yegor Sharangovich
8478970,Jalen Chatfield
8482142,Jamie Drysdale
8479525,Ross Colton
8478057,Dakota Joshua
8482072,Jack Ahcan
8478975,Mason Marchment
8481524,Bowen Byram
8479705,Jeffrey Viel
8481599,Victor Soderstrom
8481708,Zac Jones
8482245,Artem Zub
8480883,Ty Smith
8480037,Aleksi Heponiemi
8479718,Alex Barre-Boulet
8482109,Alexis Lafreniere
8482635,Mike Hardman
8479639,Dylan Coghlan
8474610,Zac Dalpe
8480833,Vitali Kravtsov
8481618,Alex Newhook
8480813,Joe Veleno
8476300,Nikita Nesterov
8480158,Andreas Borgman
8478851,Alexandre Carrier
8482240,Mathias Brome
8481533,Trevor Zegras
8480848,Ty Dellandrea
8479984,Cal Foote
8477392,Hudson Fasching
8478049,Ben Thomas
8480015,Owen Tippett
8478904,Steven Lorentz
8478431,Evgeny Svechnikov
8481147,Reese Johnson
8482063,Marc Michaelis
8480814,Nicolas Beaudin
8482067,Connor Mackey
8477887,Patrick Brown
8480913,Jordan Gross
8480276,Ivan Chekhovich
8481122,Simon Benoit
8480222,Sebastian Aho
8480025,MacKenzie Entwistle
8480289,Morgan Barron
8479402,Jake Bean
8482641,Matt Kiersted
8480021,Jack Studnicka
8480860,Kevin Bahl
8480884,Calen Addison
8480879,Jacob Bernard-Docker
8480845,Rasmus Kupari
8481535,Nils Hoglander
8478967,Lane Pederson
8478528,Tanner Kero
8482116,Tim Stutzle
8482222,Alexander Barabanov
8480056,Jack Rathbone
8481522,Peyton Krebs
8479066,Ryan Lomberg
8479982,Conor Timmins
8475278,Byron Froese
8482623,Josh Dunne
8479322,Wade Allison
8482055,Drew O'Connor
8482369,Brinson Pasichnuk
8477335,Kyle Burroughs
8482124,Quinton Byfield
8479987,Morgan Geekie
8480070,Ian Mitchell
8480844,Grigori Denisenko
8480196,Jacob Bryson
8478467,Nicolas Meloche
8476888,Mikhail Grigorenko
8479252,Dan Renouf
8482247,Mikko Lehtonen
8481812,Nikolai Knyzhov
8480798,Philipp Kurashev
8480005,Kristian Vesalainen
8478434,Keegan Kolesar
8481518,Nolan Foote
8481740,Tyce Thompson
8479439,Jacob MacDonald
8480226,Marian Studenic
8481528,Dylan Cozens
8479542,Brandon Hagel
8480853,Liam Foudy
