EN_YEAR	FR_YEAR	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_INVITATION_CATEGORY	FR_CATEGORIE_D'INVITATION	EN_CENSUS_METROPOLITAN_AREA	FR_RÉGION_MÉTROPOLITAINE_DE_RECENSEMENT	TOTAL
2015	2015	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Bathurst	Bathurst	--
2015	2015	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Fredericton	Fredericton	10
2015	2015	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Moncton	Moncton	10
2015	2015	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Saint John	Saint John	5
2015	2015	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Bathurst	Bathurst	--
2015	2015	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Fredericton	Fredericton	40
2015	2015	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Moncton	Moncton	15
2015	2015	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Other - New Brunswick	Autres - Nouveau-Brunswick	--
2015	2015	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Saint John	Saint John	25
2015	2015	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Corner Brook	Corner Brook	--
2015	2015	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	--
2015	2015	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	St. John's	St. John's	10
2015	2015	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Trades	Métiers spécialisés	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	--
2015	2015	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Trades	Métiers spécialisés	St. John's	St. John's	10
2015	2015	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Gander	Gander	--
2015	2015	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Grand Falls-Windsor	Grand Falls-Windsor	--
2015	2015	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	--
2015	2015	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	St. John's	St. John's	25
2015	2015	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Territories (outside Census agglomeration, Northwest Territories)	Territoires (à l'extérieur des agglomérations de recensement, Territoires du Nord-Ouest)	--
2015	2015	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Yellowknife	Yellowknife	10
2015	2015	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Trades	Métiers spécialisés	Yellowknife	Yellowknife	--
2015	2015	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Territories (outside Census agglomeration, Northwest Territories)	Territoires (à l'extérieur des agglomérations de recensement, Territoires du Nord-Ouest)	--
2015	2015	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Yellowknife	Yellowknife	10
2015	2015	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Yellowknife	Yellowknife	5
2015	2015	Province/Territory not stated	Province / territoire non déclaré(e)	Federal Skilled Worker	Travailleurs qualifiés	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	--
2015	2015	Province/Territory not stated	Province / territoire non déclaré(e)	Provincial Nominee Program	Candidats des provinces ou des territoires	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Cape Breton	Cape Breton	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Halifax	Halifax	35
2015	2015	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Kentville	Kentville	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Other - Nova Scotia	Autres - Nouvelle-Écosse	10
2015	2015	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Truro	Truro	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Federal Skilled Trades	Métiers spécialisés	Halifax	Halifax	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Federal Skilled Trades	Métiers spécialisés	Other - Nova Scotia	Autres - Nouvelle-Écosse	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Federal Skilled Trades	Métiers spécialisés	Truro	Truro	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Cape Breton	Cape Breton	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Halifax	Halifax	85
2015	2015	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Kentville	Kentville	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	New Glasgow	New Glasgow	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Other - Nova Scotia	Autres - Nouvelle-Écosse	15
2015	2015	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Truro	Truro	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Cape Breton	Cape Breton	5
2015	2015	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Halifax	Halifax	470
2015	2015	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	New Glasgow	New Glasgow	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Other - Nova Scotia	Autres - Nouvelle-Écosse	--
2015	2015	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Truro	Truro	15
2015	2015	Nunavut	Nunavut	Canadian Experience Class	Catégorie de l'expérience canadienne	Territories (outside Census agglomeration, Nunavut)	Territoires (à l'extérieur des agglomérations de recensement, Nunavut)	5
2015	2015	Nunavut	Nunavut	Federal Skilled Worker	Travailleurs qualifiés	Territories (outside Census agglomeration, Nunavut)	Territoires (à l'extérieur des agglomérations de recensement, Nunavut)	--
2015	2015	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Barrie	Barrie	10
2015	2015	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Belleville - Quinte West	Belleville - Quinte West	--
