EN_YEAR	FR_ANNEÉ	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_INVITATION_CATEGORY	FR_CATEGORIE_D'INVITATION	EN_COUNTRY_OF_CITIZENSHIP	FR_PAYS_DE_CITOYENNETÉ	TOTAL
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Korea, Republic of	Corée, République de	125
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Kosovo, Republic of	Kosovo, République du	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Latvia	Lettonie	10
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Lebanon	Liban	15
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Lithuania	Lituanie	15
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Macedonia	Macédoine	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Malawi	Malawi	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Malaysia	Malaisie	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Mali, Republic of	Mali, République du	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Mauritius	Maurice	5
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Mexico	Mexique	145
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Moldova	Moldavie	10
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Morocco	Maroc	15
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Nepal	Népal	30
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Netherlands, The	Pays-Bas	15
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	New Zealand	Nouvelle-Zélande	25
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Nigeria	Nigéria	30
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Norway	Norvège	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Other	Autres	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Pakistan	Pakistan	35
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Papua New Guinea	Papouasie-Nouvelle-Guinée	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Peru	Pérou	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Philippines	Philippines	2070
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Poland	Pologne	75
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Portugal	Portugal	10
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Romania	Roumanie	25
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Russia	Russie	10
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Senegal	Sénégal	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Serbia, Republic of	Serbie, République de	20
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Singapore	Singapour	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Slovak Republic	République slovaque	10
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Slovenia	Slovénie	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	South Africa, Republic of	Afrique du Sud, République d'	25
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Spain	Espagne	30
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Sri Lanka	Sri Lanka	35
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Stateless	Apatride	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Switzerland	Suisse	5
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Taiwan	Taïwan	15
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Tanzania, United Republic of	Tanzanie, République unie de	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Thailand	Thaïlande	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Trinidad and Tobago, Republic of	Trinité-et-Tobago, République de	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Tunisia	Tunisie	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Turkey	Turquie	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Uganda	Ouganda	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Ukraine	Ukraine	35
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	United Kingdom and Overseas Territories	Royaume-Uni et territoires d’outre-mer	250
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	United States of America	États-Unis d'Amérique	80
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Uruguay	Uruguay	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Venezuela	Venezuela	10
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Vietnam	Viêt-Nam	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Yemen	Yémen	--
2015	2015	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Zimbabwe	Zimbabwe	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Albania	Albanie	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Algeria	Algérie	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Argentina	Argentine	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Armenia	Arménie	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Australia	Australie	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Austria	Autriche	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Bangladesh	Bangladesh	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Barbados	Barbade	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Belarus	Bélarus	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Brazil	Brésil	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Chile	Chili	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	China, People's Republic of	Chine, République populaire de	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Colombia	Colombie	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Croatia	Croatie	30
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Cuba	Cuba	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Czech Republic	République tchèque	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Denmark	Danemark	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Dominican Republic	République dominicaine	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Fiji	Fidji	15
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	France	France	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Germany	Allemagne	20
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Ghana	Ghana	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Greece	Grèce	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Hungary	Hongrie	10
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	India	Inde	275
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Indonesia, Republic of	Indonésie, République d'	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Ireland, Republic of	Irlande, République d'	60
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Israel	Israël	10
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Italy	Italie	10
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Jamaica	Jamaïque	20
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Japan	Japon	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Kenya	Kenya	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Korea, Republic of	Corée, République de	20
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Kosovo, Republic of	Kosovo, République du	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Latvia	Lettonie	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Lebanon	Liban	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Lithuania	Lituanie	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Macedonia	Macédoine	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Malaysia	Malaisie	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Mauritius	Maurice	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Mexico	Mexique	55
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Moldova	Moldavie	10
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Morocco	Maroc	15
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Nepal	Népal	35
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Netherlands, The	Pays-Bas	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	New Zealand	Nouvelle-Zélande	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Nicaragua	Nicaragua	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Nigeria	Nigéria	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Pakistan	Pakistan	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Philippines	Philippines	400
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Poland	Pologne	35
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Portugal	Portugal	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Romania	Roumanie	15
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Russia	Russie	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Serbia, Republic of	Serbie, République de	15
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Slovak Republic	République slovaque	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Slovenia	Slovénie	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	South Africa, Republic of	Afrique du Sud, République d'	15
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Spain	Espagne	5
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Sri Lanka	Sri Lanka	40
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Switzerland	Suisse	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Taiwan	Taïwan	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Thailand	Thaïlande	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Tunisia	Tunisie	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Turkey	Turquie	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Ukraine	Ukraine	15
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	United Kingdom and Overseas Territories	Royaume-Uni et territoires d’outre-mer	105
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	United States of America	États-Unis d'Amérique	15
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Venezuela	Venezuela	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Yemen	Yémen	--
2015	2015	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Zimbabwe	Zimbabwe	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Argentina	Argentine	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Australia	Australie	65
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Austria	Autriche	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Azerbaijan	Azerbaïdjan	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Bahama Islands, The	Bahamas	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Bangladesh	Bangladesh	20
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Belarus	Bélarus	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Belgium	Belgique	5
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Brazil	Brésil	25
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Brunei	Brunéi	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Bulgaria	Bulgarie	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Burundi	Burundi	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Cameroon, Federal Republic of	Cameroun, République fédérale du	5
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Chile	Chili	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	China, People's Republic of	Chine, République populaire de	70
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Colombia	Colombie	10
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Congo, Democratic Republic of the	Congo, République Démocratique du	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Costa Rica	Costa Rica	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Croatia	Croatie	15
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Cuba	Cuba	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Czech Republic	République tchèque	5
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Denmark	Danemark	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Dominica	Dominique	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Ecuador	Équateur	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Egypt	Égypte	15
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	El Salvador	El Salvador	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Ethiopia	Éthiopie	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	France	France	35
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Gambia	Gambie	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Georgia	Géorgie	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Germany	Allemagne	20
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Ghana	Ghana	10
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Greece	Grèce	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Grenada	Grenade	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Guatemala	Guatemala	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Guyana	Guyane	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Honduras	Honduras	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Hong Kong SAR	RAS Hong Kong	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Hungary	Hongrie	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	India	Inde	515
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Indonesia, Republic of	Indonésie, République d'	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Iran	Iran	35
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Iraq	Iraq	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Ireland, Republic of	Irlande, République d'	90
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Israel	Israël	5
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Italy	Italie	15
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Jamaica	Jamaïque	25
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Japan	Japon	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Jordan	Jordanie	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Kazakhstan	Kazakhstan	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Kenya	Kenya	5
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Korea, Republic of	Corée, République de	10
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Kosovo, Republic of	Kosovo, République du	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Latvia	Lettonie	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Lebanon	Liban	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Libya	Libye	10
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Lithuania	Lituanie	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Macedonia	Macédoine	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Malawi	Malawi	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Malaysia	Malaisie	5
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Malta	Malte	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Mauritius	Maurice	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Mexico	Mexique	20
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Moldova	Moldavie	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Morocco	Maroc	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Nepal	Népal	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Netherlands, The	Pays-Bas	15
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	New Zealand	Nouvelle-Zélande	20
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Nigeria	Nigéria	150
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Norway	Norvège	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Pakistan	Pakistan	55
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Palestinian Authority (Gaza/West Bank)	Autorité palestinienne (Gaza/Cisjordanie)	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Panama, Republic of	Panama, République du	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Peru	Pérou	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Philippines	Philippines	175
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Poland	Pologne	10
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Portugal	Portugal	5
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Romania	Roumanie	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Russia	Russie	20
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Saudi Arabia	Arabie Saoudite	5
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Serbia, Republic of	Serbie, République de	5
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Singapore	Singapour	--
2015	2015	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Slovak Republic	République slovaque	--
